FIPS,State,County,PC_SNAPBEN,SNAP_PART_RATE,SNAP_OAPP,SNAP_FACEWAIVER,SNAP_VEHEXCL,SNAP_BBCE,SNAP_REPORTSIMPLE,PCT_FREE_LUNCH,PCT_REDUCED_LUNCH,PCT_WIC
1063,AL,Greene,44.85207101,89.184,1,1,1,1,1,,,2.719352152
1065,AL,Hale,30.35931454,89.184,1,1,1,1,1,66.09133405,7.443365696,2.719352152
1067,AL,Henry,22.1191321,89.184,1,1,1,1,1,56.81818182,5.172413793,2.719352152
1069,AL,Houston,23.55400975,89.184,1,1,1,1,1,55.84374203,6.8315065,2.719352152
1071,AL,Jackson,18.74514003,89.184,1,1,1,1,1,51.29115163,8.603598091,2.719352152
1073,AL,Jefferson,23.11036095,89.184,1,1,1,1,1,43.09498614,3.818594104,2.719352152
1075,AL,Lamar,23.02426509,89.184,1,1,1,1,1,47.53268663,11.13454239,2.719352152
1077,AL,Lauderdale,16.83571771,89.184,1,1,1,1,1,43.96146435,5.718689788,2.719352152
1079,AL,Lawrence,24.14511212,89.184,1,1,1,1,1,52.55489022,9.920159681,2.719352152
1081,AL,Lee,14.28606361,89.184,1,1,1,1,1,41.69800034,5.682789267,2.719352152
1083,AL,Limestone,15.48754666,89.184,1,1,1,1,1,40.09637514,5.883199079,2.719352152
1085,AL,Lowndes,49.15083477,89.184,1,1,1,1,1,68.93939394,0,2.719352152
1087,AL,Macon,47.97900945,89.184,1,1,1,1,1,66.91484411,0,2.719352152
1089,AL,Madison,15.41740494,89.184,1,1,1,1,1,30.0330675,3.936977242,2.719352152
1091,AL,Marengo,31.08678184,89.184,1,1,1,1,1,59.01430031,6.639427988,2.719352152
1093,AL,Marion,24.34068668,89.184,1,1,1,1,1,45.35253017,7.812830828,2.719352152
1095,AL,Marshall,23.90796222,89.184,1,1,1,1,1,49.25879108,5.131004367,2.719352152
1097,AL,Mobile,28.80170624,89.184,1,1,1,1,1,47.9005332,0.603021455,2.719352152
1099,AL,Monroe,27.23878877,89.184,1,1,1,1,1,61.99945519,5.284663579,2.719352152
1101,AL,Montgomery,32.51486915,89.184,1,1,1,1,1,53.07415815,0,2.719352152
1103,AL,Morgan,17.2694682,89.184,1,1,1,1,1,42.26092333,5.188582028,2.719352152
1105,AL,Perry,50.1394196,89.184,1,1,1,1,1,70.18292683,0,2.719352152
1107,AL,Pickens,22.75891871,89.184,1,1,1,1,1,58.87708649,5.31107739,2.719352152
1109,AL,Pike,28.47105705,89.184,1,1,1,1,1,,,2.719352152
1111,AL,Randolph,29.06003612,89.184,1,1,1,1,1,55.38134467,6.590486314,2.719352152
1113,AL,Russell,32.92812079,89.184,1,1,1,1,1,58.66232675,7.297354053,2.719352152
1115,AL,St. Clair,16.06292967,89.184,1,1,1,1,1,44.36815306,7.498842771,2.719352152
1117,AL,Shelby,8.540460788,89.184,1,1,1,1,1,25.56901723,5.066752926,2.719352152
1119,AL,Sumter,38.97362328,89.184,1,1,1,1,1,66.23067776,0,2.719352152
1121,AL,Talladega,22.59057904,89.184,1,1,1,1,1,,,2.719352152
1123,AL,Tallapoosa,24.78428005,89.184,1,1,1,1,1,55.74318676,6.905199799,2.719352152
1125,AL,Tuscaloosa,16.38067877,89.184,1,1,1,1,1,45.70478347,5.066515709,2.719352152
1127,AL,Walker,25.34039914,89.184,1,1,1,1,1,52.0631068,6.553398058,2.719352152
1129,AL,Washington,21.80344358,89.184,1,1,1,1,1,46.30427577,7.656612529,2.719352152
1131,AL,Wilcox,53.6038078,89.184,1,1,1,1,1,69.50549451,0,2.719352152
1133,AL,Winston,17.8935748,89.184,1,1,1,1,1,47.10351377,12.29819563,2.719352152
2013,AK,Aleutians East,8.692593709,89.585,0,1,1,0,1,64.22764228,0,2.665377448
2016,AK,Aleutians West,5.706569089,89.585,0,1,1,0,1,10.03787879,4.356060606,2.665377448
2020,AK,Anchorage,13.07998561,89.585,0,1,1,0,1,39.53281837,4.934115412,2.665377448
2050,AK,Bethel,100.1393534,89.585,0,1,1,0,1,89.12109375,0,2.665377448
2060,AK,Bristol Bay,16.06875934,89.585,0,1,1,0,1,37.93103448,4.137931034,2.665377448
2068,AK,Denali,10.19341349,89.585,0,1,1,0,1,0,0,2.665377448
2070,AK,Dillingham,60.39541242,89.585,0,1,1,0,1,69.18767507,8.683473389,2.665377448
2090,AK,Fairbanks North Star,9.696671651,89.585,0,1,1,0,1,20.47029183,5.547973966,2.665377448
2100,AK,Haines,10.56763285,89.585,0,1,1,0,1,38.00738007,5.166051661,2.665377448
2105,AK,Hoonah-Angoon,29.90242367,89.585,0,1,1,0,1,44.0397351,6.291390728,2.665377448
2110,AK,Juneau,13.09184226,89.585,0,1,1,0,1,25.9937565,4.453694069,2.665377448
2122,AK,Kenai Peninsula,12.08565916,89.585,0,1,1,0,1,24.36266903,6.473065839,2.665377448
2130,AK,Ketchikan Gateway,23.22424331,89.585,0,1,1,0,1,33.80706288,7.66580534,2.665377448
2150,AK,Kodiak Island,8.895979887,89.585,0,1,1,0,1,35.97093258,7.549454986,2.665377448
2164,AK,Lake and Peninsula,49.93618379,89.585,0,1,1,0,1,68.42105263,5.263157895,2.665377448
2170,AK,Matanuska-Susitna,13.85235364,89.585,0,1,1,0,1,29.94703095,4.388068023,2.665377448
2180,AK,Nome,81.48523207,89.585,0,1,1,0,1,81.03855232,3.46184107,2.665377448
2185,AK,North Slope,22.1878225,89.585,0,1,1,0,1,45.16129032,6.253101737,2.665377448
2188,AK,Northwest Arctic,79.94161085,89.585,0,1,1,0,1,99.29378531,0,2.665377448
2195,AK,Petersburg,21.54123002,89.585,0,1,1,0,1,,,2.665377448
2198,AK,Prince of Wales-Hyder,31.49895178,89.585,0,1,1,0,1,54.75051265,3.964456596,2.665377448
2220,AK,Sitka,10.95846525,89.585,0,1,1,0,1,39.70420933,6.370875995,2.665377448
2230,AK,Skagway,25.28355388,89.585,0,1,1,0,1,0,0,2.665377448
2240,AK,Southeast Fairbanks,20.61968942,89.585,0,1,1,0,1,39.75903614,6.540447504,2.665377448
2261,AK,Valdez-Cordova,14.01124481,89.585,0,1,1,0,1,31.26684636,6.603773585,2.665377448
2270,AK,Wade Hampton,,89.585,0,1,1,0,1,88.99688958,0,2.665377448
2275,AK,Wrangell,13.47222222,89.585,0,1,1,1,1,40.433213,12.63537906,2.665377448
2282,AK,Yakutat,21.77419355,89.585,0,1,1,1,1,74.74747475,9.090909091,2.665377448
2290,AK,Yukon-Koyukuk,71.52740179,89.585,0,1,1,1,1,25.35842294,2.553763441,2.665377448
4001,AZ,Apache,43.8339805,81.036,1,1,1,1,1,8.12911485,2.935259693,2.446846215
4003,AZ,Cochise,21.54027717,81.036,1,1,1,1,1,48.95864624,7.77510764,2.446846215
4005,AZ,Coconino,17.42212891,81.036,1,1,1,1,1,,,2.446846215
4007,AZ,Gila,28.22211349,81.036,1,1,1,1,1,,,2.446846215
4009,AZ,Graham,21.57601819,81.036,1,1,1,1,1,27.95326698,7.413817972,2.446846215
4011,AZ,Greenlee,11.7847769,81.036,1,1,1,1,1,28.40847366,12.43889191,2.446846215
4012,AZ,La Paz,22.50541851,81.036,1,1,1,1,1,42.95081967,5.573770492,2.446846215
4013,AZ,Maricopa,15.74865051,81.036,1,1,1,1,1,32.16049237,5.015525134,2.446846215
4015,AZ,Mohave,22.61161316,81.036,1,1,1,1,1,37.55767963,6.064601187,2.446846215
4017,AZ,Navajo,35.60486513,81.036,1,1,1,1,1,28.02561717,5.353330779,2.446846215
4019,AZ,Pima,18.92786355,81.036,1,1,1,1,1,,,2.446846215
4021,AZ,Pinal,15.33713259,81.036,1,1,1,1,1,,,2.446846215
4023,AZ,Santa Cruz,30.18907457,81.036,1,1,1,0,1,1.675372031,0.206957721,2.446846215
4025,AZ,Yavapai,12.46141418,81.036,1,1,1,0,1,,,2.446846215
4027,AZ,Yuma,23.30319185,81.036,1,1,1,0,1,17.76357323,4.834806397,2.446846215
5001,AR,Arkansas,21.81189789,76.75,1,1,1,0,1,53.8513061,9.845947756,2.827864824
5003,AR,Ashley,22.23690533,76.75,1,1,1,0,1,54.09090909,8.939393939,2.827864824
5005,AR,Baxter,14.56659362,76.75,1,1,1,0,1,47.97140649,10.99304482,2.827864824
5007,AR,Benton,8.104080377,76.75,1,1,1,0,1,37.27878385,9.334004899,2.827864824
5009,AR,Boone,16.42536732,76.75,1,1,1,0,1,48.71712636,9.73380372,2.827864824
5011,AR,Bradley,25.8602491,76.75,1,1,1,0,1,64.71716203,8.964525407,2.827864824
5013,AR,Calhoun,13.39028604,76.75,1,1,1,0,1,58.3032491,16.06498195,2.827864824
5015,AR,Carroll,13.43233372,76.75,1,1,1,0,1,58.37104072,12.14177979,2.827864824
5017,AR,Chicot,32.58989531,76.75,1,1,1,0,1,98.13664596,0,2.827864824
5019,AR,Clark,14.48267232,76.75,1,1,1,0,1,50.69348128,11.19972261,2.827864824
5021,AR,Clay,13.17448729,76.75,1,1,1,0,1,48.77001171,15.07223741,2.827864824
5023,AR,Cleburne,11.79538524,76.75,1,1,1,0,1,44.4608132,10.43017089,2.827864824
5025,AR,Cleveland,21.03667108,76.75,1,1,1,0,1,44.01058901,8.140304434,2.827864824
5027,AR,Columbia,21.58588788,76.75,1,1,1,0,1,58.87445887,7.683982684,2.827864824
5029,AR,Conway,19.2793179,76.75,1,1,1,0,1,56.24051017,10.41603401,2.827864824
5031,AR,Craighead,17.1582249,76.75,1,1,1,0,1,47.7834966,9.275554818,2.827864824
5033,AR,Crawford,17.42360595,76.75,1,1,1,0,1,55.33430764,11.02484472,2.827864824
5035,AR,Crittenden,35.34075057,76.75,1,1,1,0,1,81.59444069,3.754463855,2.827864824
5037,AR,Cross,20.73930486,76.75,1,1,1,0,1,52.78499278,9.754689755,2.827864824
5039,AR,Dallas,19.1876566,76.75,1,1,1,0,1,58.57699805,10.13645224,2.827864824
5041,AR,Desha,33.57069487,76.75,1,1,1,0,1,63.96596374,7.658157603,2.827864824
5043,AR,Drew,21.26282909,76.75,1,1,1,0,1,53.35655478,8.264724509,2.827864824
5045,AR,Faulkner,13.06557994,76.75,1,1,1,0,1,40.73858833,8.606297549,2.827864824
5047,AR,Franklin,18.66753252,76.75,1,1,1,0,1,47.05479452,8.45890411,2.827864824
5049,AR,Fulton,17.79756044,76.75,1,1,1,0,1,53.16301703,11.43552311,2.827864824
5051,AR,Garland,18.24079983,76.75,1,1,1,0,1,54.72508591,8.683584457,2.827864824
5053,AR,Grant,12.84895544,76.75,1,1,1,0,1,39.27188226,8.520526723,2.827864824
5055,AR,Greene,19.38853292,76.75,1,1,1,0,1,46.76591376,12.03798768,2.827864824
5057,AR,Hempstead,19.9087939,76.75,1,1,1,0,1,71.96562836,7.08915145,2.827864824
5059,AR,Hot Spring,17.66816992,76.75,1,1,1,0,1,52.64242879,11.01949025,2.827864824
5061,AR,Howard,20.88639201,76.75,1,1,1,0,1,65.47737033,9.25008259,2.827864824
5063,AR,Independence,15.49645294,76.75,1,1,1,0,1,46.14310104,10.70929691,2.827864824
5065,AR,Izard,16.95902086,76.75,1,1,1,0,1,53.125,13.75,2.827864824
5067,AR,Jackson,23.34774256,76.75,1,1,1,0,1,61.30718954,12.50544662,2.827864824
5069,AR,Jefferson,29.48437471,76.75,1,1,1,0,1,67.96645702,6.993710692,2.827864824
5071,AR,Johnson,20.03174482,76.75,1,1,1,0,1,64.0738436,10.28832192,2.827864824
5073,AR,Lafayette,23.58783364,76.75,1,1,1,0,1,67.14697406,11.04707012,2.827864824
5075,AR,Lawrence,18.47261215,76.75,1,1,1,0,1,54.40576983,13.42113515,2.827864824
5077,AR,Lee,33.55797477,76.75,1,1,1,0,1,98.95591647,0,2.827864824
5079,AR,Lincoln,19.7360499,76.75,1,1,1,0,1,51.03658537,10.18292683,2.827864824
5081,AR,Little River,19.23798045,76.75,1,1,1,0,1,50.77002053,10.67761807,2.827864824
5083,AR,Logan,20.98626659,76.75,1,1,1,0,1,56.8221942,11.85372005,2.827864824
5085,AR,Lonoke,12.48890005,76.75,1,1,1,0,1,36.38941399,8.121273811,2.827864824
5087,AR,Madison,16.01768785,76.75,1,1,1,0,1,49.73302822,10.18306636,2.827864824
5089,AR,Marion,17.47461042,76.75,1,1,1,0,1,60.29572837,11.66484118,2.827864824
5091,AR,Miller,20.6591646,76.75,1,1,1,0,1,54.99489573,8.516844101,2.827864824
5093,AR,Mississippi,28.22528357,76.75,1,1,1,0,1,75.21603871,6.890194723,2.827864824
5095,AR,Monroe,28.19734772,76.75,1,1,1,0,1,88.72987478,6.171735242,2.827864824
5097,AR,Montgomery,16.87657899,76.75,1,1,1,0,1,61.58102767,12.56916996,2.827864824
5099,AR,Nevada,21.01601777,76.75,1,1,1,0,1,63.87323944,10.63380282,2.827864824
5101,AR,Newton,15.91358492,76.75,1,1,1,0,1,61.66077739,11.48409894,2.827864824
5103,AR,Ouachita,23.83052934,76.75,1,1,1,0,1,62.3573201,10.27295285,2.827864824
5105,AR,Perry,17.12990244,76.75,1,1,1,0,1,45.3018046,9.769757312,2.827864824
5107,AR,Phillips,45.93273267,76.75,1,1,1,0,1,85.8148631,5.736636245,2.827864824
5109,AR,Pike,18.88704625,76.75,1,1,1,0,1,56.75818374,11.77402323,2.827864824
5111,AR,Poinsett,26.45871483,76.75,1,1,1,0,1,74.15704388,7.321016166,2.827864824
5113,AR,Polk,21.45859085,76.75,1,1,1,0,1,66.35114504,9.465648855,2.827864824
5115,AR,Pope,13.62245112,76.75,1,1,1,0,1,48.45422117,11.70233849,2.827864824
5117,AR,Prairie,15.93196457,76.75,1,1,1,0,1,57.43834527,12.72871917,2.827864824
5119,AR,Pulaski,20.31458369,76.75,1,1,1,0,1,58.62291628,6.83953848,2.827864824
5121,AR,Randolph,17.8793087,76.75,1,1,1,0,1,57.63688761,9.592424866,2.827864824
5123,AR,St. Francis,31.39814884,76.75,1,1,1,0,1,98.67938371,0,2.827864824
5125,AR,Saline,10.7164971,76.75,1,1,1,0,1,33.96723886,7.707842477,2.827864824
5127,AR,Scott,20.35363146,76.75,1,1,1,0,1,57.78672032,13.52112676,2.827864824
5129,AR,Searcy,12.86624204,76.75,1,1,1,0,1,55.59921415,17.28880157,2.827864824
5131,AR,Sebastian,17.8096507,76.75,1,1,1,0,1,55.33100015,9.138857396,2.827864824
5133,AR,Sevier,20.97604396,76.75,1,1,1,0,1,68.0484115,7.715582451,2.827864824
5135,AR,Sharp,22.93130943,76.75,1,1,1,0,1,54.53310696,10.96774194,2.827864824
5137,AR,Stone,17.33708769,76.75,1,1,1,0,1,55.52342394,10.52631579,2.827864824
5139,AR,Union,23.42414131,76.75,1,1,1,0,1,54.77615825,7.808433108,2.827864824
5141,AR,Van Buren,19.16468017,76.75,1,1,1,0,1,56.52936021,13.71603856,2.827864824
5143,AR,Washington,11.76640667,76.75,1,1,1,0,1,49.71900742,8.486232646,2.827864824
5145,AR,White,17.28934901,76.75,1,0.5,1,1,1,47.61246737,10.38691847,2.827864824
5147,AR,Woodruff,26.48530796,76.75,1,0.5,1,1,1,70.10213556,7.335190344,2.827864824
5149,AR,Yell,15.56979991,76.75,1,0.5,1,1,1,63.07514451,12.62427746,2.827864824
6001,CA,Alameda,11.36601894,66.446,1,0.5,1,1,1,37.92820769,5.998137695,3.23160335
6003,CA,Alpine,20.11754069,66.446,1,0.5,1,1,1,,,3.23160335
6005,CA,Amador,13.03138335,66.446,1,0.5,1,1,1,37.37648221,8.522727273,3.23160335
6007,CA,Butte,20.77127294,66.446,1,0.5,1,1,1,49.16080305,7.914272804,3.23160335
6009,CA,Calaveras,17.31155219,66.446,1,0.5,1,1,1,40.43107944,9.751434034,3.23160335
6011,CA,Colusa,10.09710104,66.446,1,0.5,1,1,1,54.74544312,15.73433899,3.23160335
6013,CA,Contra Costa,9.83212714,66.446,1,0.5,1,1,1,34.13292923,6.149942886,3.23160335
6015,CA,Del Norte,27.49594032,66.446,1,0.5,1,1,1,53.33656879,7.789371512,3.23160335
6017,CA,El Dorado,10.26394155,66.446,1,0.5,1,1,1,23.98054233,5.557855516,3.23160335
6019,CA,Fresno,36.0203025,66.446,1,0.5,1,1,1,59.45072047,12.26133336,3.23160335
6021,CA,Glenn,17.05649536,66.446,1,0.5,1,1,1,56.50748104,11.68272187,3.23160335
6023,CA,Humboldt,22.85429731,66.446,1,0.5,1,1,1,44.83954423,10.06220069,3.23160335
6025,CA,Imperial,32.81360652,66.446,1,0.5,1,1,1,66.48805479,8.204819907,3.23160335
6027,CA,Inyo,15.53339543,66.446,1,0.5,1,1,1,43.70477569,9.298118669,3.23160335
6029,CA,Kern,25.82783114,66.446,1,0.5,1,1,1,61.43455515,9.695471036,3.23160335
6031,CA,Kings,22.59514006,66.446,1,0.5,1,1,1,58.30317224,9.14058619,3.23160335
6033,CA,Lake,27.55019706,66.446,1,0.5,1,1,1,64.1025641,9.121658483,3.23160335
6035,CA,Lassen,15.07462845,66.446,1,0.5,1,1,1,38.1037969,10.73915974,3.23160335
6037,CA,Los Angeles,18.18474218,66.446,1,0.5,1,1,1,58.7254843,8.008091914,3.23160335
6039,CA,Madera,27.43088409,66.446,1,0.5,1,1,1,68.02877605,10.33410026,3.23160335
6041,CA,Marin,6.161560443,66.446,1,0.5,1,1,1,22.11617126,4.002666424,3.23160335
6043,CA,Mariposa,17.21453123,66.446,1,0.5,1,1,1,,,3.23160335
6045,CA,Mendocino,22.98623592,66.446,1,0.5,1,1,1,61.4728265,11.46898301,3.23160335
6047,CA,Merced,31.1848327,66.446,1,0.5,1,1,1,69.54576557,10.03210695,3.23160335
6049,CA,Modoc,15.4110228,66.446,1,0.5,1,1,1,,,3.23160335
6051,CA,Mono,8.720441724,66.446,1,0.5,1,1,1,34.38857852,10.49037865,3.23160335
6053,CA,Monterey,17.16253055,66.446,1,0.5,1,1,1,60.48523531,9.654721624,3.23160335
6055,CA,Napa,7.151719373,66.446,1,0.5,1,1,1,35.13680999,10.56821432,3.23160335
6057,CA,Nevada,11.73154304,66.446,1,0.5,1,1,1,30.50807773,9.06110981,3.23160335
6059,CA,Orange,11.76125184,66.446,1,0.5,1,1,1,42.44435227,6.510818972,3.23160335
6061,CA,Placer,6.735749219,66.446,1,0.5,1,1,1,20.24577237,6.915666037,3.23160335
6063,CA,Plumas,16.38045034,66.446,1,0.5,1,1,1,37.76029616,11.80009255,3.23160335
6065,CA,Riverside,17.73176018,66.446,1,0.5,1,1,1,53.13608249,10.79429021,3.23160335
6067,CA,Sacramento,22.44287887,66.446,1,0.5,1,1,1,49.484773,8.901054256,3.23160335
6069,CA,San Benito,14.71476864,66.446,1,0.5,1,1,1,48.30152672,6.526717557,3.23160335
6071,CA,San Bernardino,27.43840531,66.446,1,0.5,1,1,1,60.35856378,9.417099976,3.23160335
6073,CA,San Diego,12.80900055,66.446,1,0.5,1,1,1,40.51380313,10.49750527,3.23160335
6075,CA,San Francisco,9.416719644,66.446,1,0.5,1,1,1,49.87015667,13.10987669,3.23160335
6077,CA,San Joaquin,24.14157554,66.446,1,0.5,1,1,1,54.01177757,9.139250326,3.23160335
6079,CA,San Luis Obispo,9.514699601,66.446,1,0.5,1,1,1,34.4784923,8.588692274,3.23160335
6081,CA,San Mateo,5.830999929,66.446,1,0.5,1,1,1,27.66009175,5.901566563,3.23160335
6083,CA,Santa Barbara,11.900792,66.446,1,0.5,1,1,1,48.40327802,11.21059232,3.23160335
6085,CA,Santa Clara,8.475755696,66.446,1,0.5,1,1,1,31.12746874,6.957384841,3.23160335
6087,CA,Santa Cruz,13.69656503,66.446,1,0.5,1,1,1,44.70218801,6.257597245,3.23160335
6089,CA,Shasta,19.68477588,66.446,1,0.5,1,1,1,45.32392992,9.250853434,3.23160335
6091,CA,Sierra,14.69437926,66.446,1,0.5,1,1,1,,,3.23160335
6093,CA,Siskiyou,23.08181742,66.446,1,0.5,1,1,1,,,3.23160335
6095,CA,Solano,15.26539894,66.446,1,0.5,1,1,1,43.78848914,7.910049235,3.23160335
6097,CA,Sonoma,10.41263688,66.446,1,0.5,1,1,1,37.69082471,9.273830775,3.23160335
6099,CA,Stanislaus,24.98700312,66.446,1,0.5,1,1,1,56.87184246,9.903551444,3.23160335
6101,CA,Sutter,19.56003806,66.446,1,0.5,1,1,1,51.36476427,10.45589452,3.23160335
6103,CA,Tehama,23.29972149,66.446,1,0.5,1,1,1,61.64111812,10.3877367,3.23160335
6105,CA,Trinity,21.69421488,66.446,1,0.5,1,1,1,,,3.23160335
6107,CA,Tulare,39.096132,66.446,1,0.5,1,1,1,69.89902745,6.162064849,3.23160335
6109,CA,Tuolumne,15.25847866,66.446,1,0.5,1,1,1,,,3.23160335
6111,CA,Ventura,13.00185164,66.446,1,1,1,0,1,41.2345616,9.458252526,3.23160335
6113,CA,Yolo,13.97842622,66.446,1,1,1,0,1,43.80280753,9.294125474,3.23160335
6115,CA,Yuba,26.8790069,66.446,1,1,1,0,1,57.03756708,11.36314848,3.23160335
8001,CO,Adams,14.5634712,80.983,1,1,1,0,1,44.14324985,8.875119993,1.666860928
8003,CO,Alamosa,30.39752561,80.983,1,1,1,0,1,56.93489689,9.947432268,1.666860928
8005,CO,Arapahoe,10.67330853,80.983,1,1,1,0,1,35.43866722,6.972403095,1.666860928
8007,CO,Archuleta,11.52024117,80.983,1,1,1,0,1,40.49773756,11.91553544,1.666860928
8009,CO,Baca,12.73501899,80.983,1,1,1,0,1,46.40625,16.25,1.666860928
8011,CO,Bent,17.21260466,80.983,1,1,1,0,1,58.46153846,10.25641026,1.666860928
8013,CO,Boulder,7.120006609,80.983,1,1,1,0,1,22.34314177,3.792223013,1.666860928
8014,CO,Broomfield,3.8889317,80.983,1,1,1,0,1,13.82612967,4.052062868,1.666860928
8015,CO,Chaffee,8.487405496,80.983,1,1,1,0,1,25.88619403,11.19402985,1.666860928
8017,CO,Cheyenne,7.296255507,80.983,1,1,1,0,1,32.06896552,11.37931034,1.666860928
8019,CO,Clear Creek,8.77474014,80.983,1,1,1,0,1,21.23595506,4.04494382,1.666860928
8021,CO,Conejos,26.89230769,80.983,1,1,1,0,1,50.28607756,15.19389701,1.666860928
8023,CO,Costilla,36.15866779,80.983,1,1,1,0,1,73.26315789,11.57894737,1.666860928
8025,CO,Crowley,16.69917834,80.983,1,1,1,0,1,58.81006865,11.67048055,1.666860928
8027,CO,Custer,11.5819209,80.983,1,1,1,0,1,36.77581864,11.33501259,1.666860928
8029,CO,Delta,14.89983306,80.983,1,1,1,0,1,42.26600985,10.66009852,1.666860928
8031,CO,Denver,17.35506564,80.983,1,1,1,0,1,61.13601892,8.187232334,1.666860928
8033,CO,Dolores,11.39996635,80.983,1,1,1,0,1,33.82899628,16.35687732,1.666860928
8035,CO,Douglas,2.483345276,80.983,1,1,1,0,1,8.468229221,2.679517209,1.666860928
8037,CO,Eagle,3.816281133,80.983,1,1,1,0,1,30.65921207,10.32375504,1.666860928
8039,CO,Elbert,5.604367425,80.983,1,1,1,0,1,15.15783204,6.223942823,1.666860928
8041,CO,El Paso,12.77331218,80.983,1,1,1,0,1,29.89565188,7.525917908,1.666860928
8043,CO,Fremont,14.02892842,80.983,1,1,1,0,1,42.52453338,12.91129498,1.666860928
8045,CO,Garfield,11.22738079,80.983,1,1,1,0,1,35.80752739,10.57646498,1.666860928
8047,CO,Gilpin,10.04240445,80.983,1,1,1,0,1,21.21212121,6.293706294,1.666860928
8049,CO,Grand,5.075445816,80.983,1,1,1,0,1,24.23009878,9.87797792,1.666860928
8051,CO,Gunnison,6.759827312,80.983,1,1,1,0,1,21.61741835,3.836184552,1.666860928
8053,CO,Hinsdale,,80.983,1,1,1,0,1,23.95833333,11.45833333,1.666860928
8055,CO,Huerfano,30.79682097,80.983,1,1,1,0,1,62.23404255,12.23404255,1.666860928
8057,CO,Jackson,11.5877712,80.983,1,1,1,0,1,31.05263158,20.52631579,1.666860928
8059,CO,Jefferson,7.481587256,80.983,1,1,1,0,1,24.34698036,6.628612449,1.666860928
8061,CO,Kiowa,10.49033475,80.983,1,1,1,0,1,26.5560166,12.86307054,1.666860928
8063,CO,Kit Carson,8.26856125,80.983,1,1,1,0,1,39.88724454,17.61804087,1.666860928
8065,CO,Lake,16.30701872,80.983,1,1,1,0,1,53.24794145,14.18115279,1.666860928
8067,CO,La Plata,8.044245633,80.983,1,1,1,0,1,22.10978653,7.402273357,1.666860928
8069,CO,Larimer,9.050206318,80.983,1,1,1,0,1,26.59632834,6.659632834,1.666860928
8071,CO,Las Animas,24.50771309,80.983,1,1,1,0,1,42.83777677,9.624943516,1.666860928
