FIPS,State,County,PCT_LACCESS_POP,PCT_LACCESS_LOWI,PCT_LACCESS_CHILD,PCT_LACCESS_SENIORS,PCT_LACCESS_HHNV
1001,AL,Autauga,33.7696573,9.793530396,8.837111779,4.376377982,3.284785556
1003,AL,Baldwin,19.3184726,5.460260624,4.34319915,3.513570133,2.14782716
1005,AL,Barbour,20.84097171,11.42031572,3.425062194,2.805166443,4.135869371
1007,AL,Bibb,4.559752683,2.144660992,1.087518013,0.657007739,3.458580095
1009,AL,Blount,2.700840095,1.062467654,0.671490191,0.340269096,3.269379844
1011,AL,Bullock,37.47465226,20.15173014,5.56256064,5.079604368,7.285560969
1013,AL,Butler,6.243470213,2.832029115,1.264267328,1.217140537,4.652357458
1015,AL,Calhoun,26.06108574,10.04382389,5.869756019,4.195726759,2.64551813
1017,AL,Chambers,19.72296719,8.821524906,4.476623344,3.421906963,4.426159574
1019,AL,Cherokee,0.305553252,0.132686376,0.066666847,0.03548555,3.564252393
1021,AL,Chilton,3.337712557,1.688604305,0.764135847,0.553799165,3.018511284
1023,AL,Choctaw,18.84879045,11.62806842,3.85485113,3.166733861,6.489997865
1025,AL,Clarke,19.58990819,11.23251266,5.26699054,2.822492571,7.274899392
1027,AL,Clay,5.331407536,1.928948336,1.177525704,0.966974917,3.286965297
1029,AL,Cleburne,0.980921025,0.536935555,0.211535982,0.194882072,3.544518261
1031,AL,Coffee,22.81436775,7.425411658,5.46027242,2.990120556,4.454188548
1033,AL,Colbert,17.49017262,5.08981574,4.174278645,2.927991265,2.338258172
1035,AL,Conecuh,28.16587217,14.78309504,5.466418392,5.889327345,6.621534203
1037,AL,Coosa,24.58828961,6.524480323,4.316413734,4.901327848,3.52836185
1039,AL,Covington,8.828653377,3.046753433,1.804610003,1.740112036,4.269161412
1041,AL,Crenshaw,38.71628362,15.83537355,9.326931968,5.602071574,6.594574761
1043,AL,Cullman,7.829499986,3.153374299,1.837581454,1.456254466,3.092267498
1045,AL,Dale,27.55559062,10.28382257,7.610137593,2.737059252,2.685978646
1047,AL,Dallas,17.7672232,11.56345443,4.472785842,2.907592688,6.252084196
1049,AL,DeKalb,3.768654688,2.254340844,1.251612404,0.363179402,4.135196616
1051,AL,Elmore,18.9293027,6.559576214,3.981424843,2.007732158,3.105429416
1053,AL,Escambia,13.54081837,7.576713325,3.3554374,2.095940466,3.941202319
1055,AL,Etowah,23.72804055,8.619385788,5.062683802,4.619493042,2.769081179
1057,AL,Fayette,2.537624813,1.329627887,0.636777835,0.386493096,3.49312948
1059,AL,Franklin,9.695227066,3.643894576,2.567409313,1.25919392,3.739746929
1061,AL,Geneva,2.262027074,0.93031195,0.504453429,0.34871401,1.66903831
1063,AL,Greene,36.33515715,20.95437773,8.782980835,5.774881213,8.002548261
1065,AL,Hale,0.552759256,0.226269137,0.164990118,0.074646518,8.074562043
1067,AL,Henry,2.232764366,0.998805007,0.547450032,0.316228719,4.944495779
1069,AL,Houston,21.07824739,7.332037672,5.497808137,2.580396638,2.434556077
1071,AL,Jackson,9.121428088,4.084924139,2.121858998,1.357703024,3.497367088
1073,AL,Jefferson,31.78014638,11.42199203,7.62666484,4.077737736,2.86011795
1075,AL,Lamar,0.634317065,0.358371226,0.128175367,0.089665549,3.418512239
1077,AL,Lauderdale,15.73061247,5.579330606,3.270611659,2.525933695,2.334430635
1079,AL,Lawrence,3.929754751,1.644458268,0.976639512,0.561188321,3.407283634
1081,AL,Lee,31.22691212,11.35168028,6.608703968,2.498915012,2.763594646
1083,AL,Limestone,12.24596772,3.949861455,2.338828711,1.834356906,2.773429055
1085,AL,Lowndes,48.70078709,26.21925005,11.23159059,7.386134888,12.71216385
1087,AL,Macon,34.98838683,19.21284519,8.13247262,4.897176295,9.916545156
1089,AL,Madison,32.86992604,8.104519215,7.847925523,3.709911966,2.099628012
1091,AL,Marengo,26.57055501,15.13906741,6.660848793,4.196235135,4.833179905
1093,AL,Marion,1.748411426,0.636106872,0.439709363,0.323027104,3.465577345
1095,AL,Marshall,13.77539769,6.560730718,3.743956551,1.803590703,3.507258074
1097,AL,Mobile,27.30648439,10.58853877,6.886410564,3.527677619,2.248038882
1099,AL,Monroe,30.99115176,16.94656222,7.816919902,5.019151707,6.829279931
1101,AL,Montgomery,28.01663708,11.28174783,7.245755106,3.262853768,2.621888697
1103,AL,Morgan,11.72455584,3.512085644,2.990804698,1.662361612,2.14399788
1105,AL,Perry,9.174419598,5.596648102,1.545143748,2.19145,11.50545731
1107,AL,Pickens,4.311914592,2.121777885,0.966113557,0.718117674,7.553754488
1109,AL,Pike,11.34627515,5.774621509,2.795526264,1.316138659,4.322880652
1111,AL,Randolph,4.630858868,2.046915454,1.186678959,0.814791436,4.607437837
1113,AL,Russell,16.07600463,7.799166131,3.825614265,2.27869844,3.561345868
1115,AL,St. Clair,4.478454797,1.162896577,1.098377982,0.592853928,2.98417262
1117,AL,Shelby,26.66202209,3.818115576,6.886753331,2.84482944,1.308010677
1119,AL,Sumter,16.15766189,10.57902373,3.864686929,2.770527533,7.92606217
1121,AL,Talladega,15.01058377,5.940251192,3.492111894,2.130513572,3.843537704
1123,AL,Tallapoosa,11.04844935,4.839763299,2.40249159,2.087295953,5.879893869
1125,AL,Tuscaloosa,20.28114089,7.374706098,4.476846069,2.295739195,2.253184537
1127,AL,Walker,11.23459251,3.875936132,2.492439267,1.73344478,4.711485048
1129,AL,Washington,9.716742409,3.467767943,2.583256737,1.51235837,4.795966327
1131,AL,Wilcox,44.32922518,27.56702253,11.78248793,6.641377206,12.60499684
1133,AL,Winston,4.130307166,1.452109682,0.951957017,0.69879525,2.030415914
2010,AK,Aleutian Islands,,,,,
2013,AK,Aleutians East,39.03376221,22.27694878,1.782871713,1.385712119,20.52360516
2016,AK,Aleutians West,13.74710627,7.533638307,1.385275895,0.741977742,8.946930401
2020,AK,Anchorage,30.14785441,4.571834923,7.854032514,2.079894533,0.965764684
2050,AK,Bethel,78.01478363,38.56978363,28.63380853,5.036281071,60.87101742
2060,AK,Bristol Bay,43.54489164,7.2435252,9.214648184,4.235690525,13.87570264
2068,AK,Denali,100.0000007,18.52751868,22.50821481,7.502738229,2.756950855
2070,AK,Dillingham,32.56828352,16.51349536,11.5836909,2.558375626,26.80906153
2090,AK,Fairbanks North Star,37.14763806,9.978115552,9.87832999,2.38177466,3.167984852
